filename,folder,duration,rat,n_channels,sleep,maze,habituation,treatment,light,date_time
02102018_C64_CSubSubRet1_smallsq_screen_1_1.set,d:/beths/C64_CSubSubRet1/smallsq/02102018,901.0,CSubSubRet1,32,0,small_sq,0,Control,11.0,2018-10-02 10:58:00
04102018_C64_CSubSubRet1_smallsq_screen_2_1.set,d:/beths/C64_CSubSubRet1/smallsq/04102018,120.0,CSubSubRet1,32,0,small_sq,0,Control,11.0,2018-10-04 12:12:01
25022019_CanCCaRet1_smallsq_1_1.set,d:/beths/CanCCaRet1/smallsq/25022019,387.0,CanCCaRet1,32,0,small_sq,0,Control,11.0,2019-02-25 15:51:03
26022019_CanCCaRet1_smallsq_2_1.set,d:/beths/CanCCaRet1/smallsq/26022019,499.0,CanCCaRet1,32,0,small_sq,0,Control,11.0,2019-02-26 17:51:00
04032019_CanCCaRet1_smallsq_1_1.set,d:/beths/CanCCaRet1/smallsq_bigsq/04032019/s1_smallsq,120.0,CanCCaRet1,32,0,small_sq,0,Control,11.0,2019-03-04 17:25:00
04032019_CanCCaRet1_bigsq_1_2.set,d:/beths/CanCCaRet1/smallsq_bigsq/04032019/s2_bigsq,120.0,CanCCaRet1,32,0,big_sq,0,Control,11.0,2019-03-04 17:49:00
26022019_CanCCaRet1_tmaze_1_1.set,d:/beths/CanCCaRet1/tmaze/s1_26022019/t1,75.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 12:16:04
26022019_CanCCaRet1_tmaze_1_2.set,d:/beths/CanCCaRet1/tmaze/s1_26022019/t2,88.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 12:21:02
26022019_CanCCaRet1_tmaze_1_3.set,d:/beths/CanCCaRet1/tmaze/s1_26022019/t3,99.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 12:24:01
26022019_CanCCaRet1_tmaze_1_4.set,d:/beths/CanCCaRet1/tmaze/s1_26022019/t4,148.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 12:27:00
26022019_CanCCaRet1_tmaze_1_5.set,d:/beths/CanCCaRet1/tmaze/s1_26022019/t5,90.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 12:30:04
26022019_CanCCaRet1_tmaze_1_6.set,d:/beths/CanCCaRet1/tmaze/s1_26022019/t6,87.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 12:33:00
26022019_CanCCaRet1_tmaze_1_7.set,d:/beths/CanCCaRet1/tmaze/s1_26022019/t7,104.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 12:35:02
26022019_CanCCaRet1_tmaze_1_8.set,d:/beths/CanCCaRet1/tmaze/s1_26022019/t8,81.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 12:38:00
26022019_CanCCaRet1_tmaze_2_1.set,d:/beths/CanCCaRet1/tmaze/s2_26022019/t1,102.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 13:40:04
26022019_CanCCaRet1_tmaze_2_2.set,d:/beths/CanCCaRet1/tmaze/s2_26022019/t2,87.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 13:43:03
26022019_CanCCaRet1_tmaze_2_3.set,d:/beths/CanCCaRet1/tmaze/s2_26022019/t3,89.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 13:46:02
26022019_CanCCaRet1_tmaze_2_4.set,d:/beths/CanCCaRet1/tmaze/s2_26022019/t4,110.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 13:49:00
26022019_CanCCaRet1_tmaze_2_5.set,d:/beths/CanCCaRet1/tmaze/s2_26022019/t5,81.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 13:52:05
26022019_CanCCaRet1_tmaze_2_6.set,d:/beths/CanCCaRet1/tmaze/s2_26022019/t6,92.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 13:55:02
26022019_CanCCaRet1_tmaze_2_7.set,d:/beths/CanCCaRet1/tmaze/s2_26022019/t7,67.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 13:57:05
26022019_CanCCaRet1_tmaze_2_8.set,d:/beths/CanCCaRet1/tmaze/s2_26022019/t8,111.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-26 14:01:00
27022019_CanCCaRet1_tmaze_3_1.set,d:/beths/CanCCaRet1/tmaze/s3_27022019/t1,76.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 13:24:03
27022019_CanCCaRet1_tmaze_3_2.set,d:/beths/CanCCaRet1/tmaze/s3_27022019/t2,69.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 13:27:00
27022019_CanCCaRet1_tmaze_3_3.set,d:/beths/CanCCaRet1/tmaze/s3_27022019/t3,95.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 13:29:04
27022019_CanCCaRet1_tmaze_3_4.set,d:/beths/CanCCaRet1/tmaze/s3_27022019/t4,94.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 13:32:03
27022019_CanCCaRet1_tmaze_3_5.set,d:/beths/CanCCaRet1/tmaze/s3_27022019/t5,110.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 13:35:02
27022019_CanCCaRet1_tmaze_3_6.set,d:/beths/CanCCaRet1/tmaze/s3_27022019/t6,80.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 13:38:00
27022019_CanCCaRet1_tmaze_3_7.set,d:/beths/CanCCaRet1/tmaze/s3_27022019/t7,66.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 13:40:03
27022019_CanCCaRet1_tmaze_3_8.set,d:/beths/CanCCaRet1/tmaze/s3_27022019/t8,75.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 13:42:03
27022019_CanCCaRet1_tmaze_4_1.set,d:/beths/CanCCaRet1/tmaze/s4_27022019/t1,77.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 14:32:00
27022019_CanCCaRet1_tmaze_4_2.set,d:/beths/CanCCaRet1/tmaze/s4_27022019/t2,70.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 14:34:01
27022019_CanCCaRet1_tmaze_4_3.set,d:/beths/CanCCaRet1/tmaze/s4_27022019/t3,102.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 14:36:01
27022019_CanCCaRet1_tmaze_4_4.set,d:/beths/CanCCaRet1/tmaze/s4_27022019/t4,75.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 14:39:02
27022019_CanCCaRet1_tmaze_4_5.set,d:/beths/CanCCaRet1/tmaze/s4_27022019/t5,74.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 14:41:02
27022019_CanCCaRet1_tmaze_4_6.set,d:/beths/CanCCaRet1/tmaze/s4_27022019/t6,67.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 14:45:00
27022019_CanCCaRet1_tmaze_4_7.set,d:/beths/CanCCaRet1/tmaze/s4_27022019/t7,61.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 14:47:01
27022019_CanCCaRet1_tmaze_4_8.set,d:/beths/CanCCaRet1/tmaze/s4_27022019/t8,89.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-27 14:49:01
28022019_CanCCaRet1_tmaze_5_1.set,d:/beths/CanCCaRet1/tmaze/s5_28022019/t1,75.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-28 16:56:01
28022019_CanCCaRet1_tmaze_5_2.set,d:/beths/CanCCaRet1/tmaze/s5_28022019/t2,64.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-28 16:59:02
28022019_CanCCaRet1_tmaze_5_3.set,d:/beths/CanCCaRet1/tmaze/s5_28022019/t3,80.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-28 17:01:02
28022019_CanCCaRet1_tmaze_5_4.set,d:/beths/CanCCaRet1/tmaze/s5_28022019/t4,59.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-28 17:03:04
28022019_CanCCaRet1_tmaze_5_5.set,d:/beths/CanCCaRet1/tmaze/s5_28022019/t5,66.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-28 17:05:03
28022019_CanCCaRet1_tmaze_5_6.set,d:/beths/CanCCaRet1/tmaze/s5_28022019/t6,71.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-28 17:07:02
28022019_CanCCaRet1_tmaze_5_7.set,d:/beths/CanCCaRet1/tmaze/s5_28022019/t7,55.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-28 17:09:02
28022019_CanCCaRet1_tmaze_5_8.set,d:/beths/CanCCaRet1/tmaze/s5_28022019/t8,57.0,CanCCaRet1,32,0,,0,Control,11.0,2019-02-28 17:11:01
01032019_CanCCaRet1_tmaze_6_1.set,d:/beths/CanCCaRet1/tmaze/s6_01032019/t1,69.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-01 16:09:00
01032019_CanCCaRet1_tmaze_6_2.set,d:/beths/CanCCaRet1/tmaze/s6_01032019/t2,72.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-01 16:11:05
01032019_CanCCaRet1_tmaze_6_3.set,d:/beths/CanCCaRet1/tmaze/s6_01032019/t3,62.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-01 16:13:05
01032019_CanCCaRet1_tmaze_6_4.set,d:/beths/CanCCaRet1/tmaze/s6_01032019/t4,73.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-01 16:15:04
01032019_CanCCaRet1_tmaze_6_5.set,d:/beths/CanCCaRet1/tmaze/s6_01032019/t5,59.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-01 16:18:04
01032019_CanCCaRet1_tmaze_6_6.set,d:/beths/CanCCaRet1/tmaze/s6_01032019/t6,78.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-01 16:21:00
01032019_CanCCaRet1_tmaze_6_7.set,d:/beths/CanCCaRet1/tmaze/s6_01032019/t7,62.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-01 16:23:01
01032019_CanCCaRet1_tmaze_6_8.set,d:/beths/CanCCaRet1/tmaze/s6_01032019/t8,82.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-01 16:25:01
02032019_CanCCaRet1_tmaze_7_1.set,d:/beths/CanCCaRet1/tmaze/s7_02032019/t1,61.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-02 13:36:02
02032019_CanCCaRet1_tmaze_7_2.set,d:/beths/CanCCaRet1/tmaze/s7_02032019/t2,92.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-02 13:38:03
02032019_CanCCaRet1_tmaze_7_3.set,d:/beths/CanCCaRet1/tmaze/s7_02032019/t3,58.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-02 13:40:04
02032019_CanCCaRet1_tmaze_7_4.set,d:/beths/CanCCaRet1/tmaze/s7_02032019/t4,78.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-02 13:42:04
02032019_CanCCaRet1_tmaze_7_5.set,d:/beths/CanCCaRet1/tmaze/s7_02032019/t5,74.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-02 13:44:05
02032019_CanCCaRet1_tmaze_7_6.set,d:/beths/CanCCaRet1/tmaze/s7_02032019/t6,69.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-02 13:46:05
02032019_CanCCaRet1_tmaze_7_7.set,d:/beths/CanCCaRet1/tmaze/s7_02032019/t7,64.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-02 13:48:05
02032019_CanCCaRet1_tmaze_7_8.set,d:/beths/CanCCaRet1/tmaze/s7_02032019/t8,66.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-02 13:51:00
04032019_CanCCaRet1_tmaze_8_1.set,d:/beths/CanCCaRet1/tmaze/s8_04032019/t1,68.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-04 13:07:04
04032019_CanCCaRet1_tmaze_8_2.set,d:/beths/CanCCaRet1/tmaze/s8_04032019/t2,62.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-04 13:10:03
04032019_CanCCaRet1_tmaze_8_3.set,d:/beths/CanCCaRet1/tmaze/s8_04032019/t3,71.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-04 13:12:04
04032019_CanCCaRet1_tmaze_8_4.set,d:/beths/CanCCaRet1/tmaze/s8_04032019/t4,68.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-04 13:14:05
04032019_CanCCaRet1_tmaze_8_5.set,d:/beths/CanCCaRet1/tmaze/s8_04032019/t5,80.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-04 13:16:05
04032019_CanCCaRet1_tmaze_8_6.set,d:/beths/CanCCaRet1/tmaze/s8_04032019/t6,68.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-04 13:19:00
04032019_CanCCaRet1_tmaze_8_7.set,d:/beths/CanCCaRet1/tmaze/s8_04032019/t7,65.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-04 13:20:05
04032019_CanCCaRet1_tmaze_8_8.set,d:/beths/CanCCaRet1/tmaze/s8_04032019/t8,94.0,CanCCaRet1,32,0,,0,Control,11.0,2019-03-04 13:22:05
08032019_CanCCaRet2_muscimol_smallsq_sleep_1_10.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s10_smallsq_resting,120.0,CanCCaRet2,32,1,small_sq,0,muscimol,11.0,2019-03-08 16:40:00
08032019_CanCCaRet2_muscimol_smallsq_sleep_1_11.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s11_smallsq_resting,120.0,CanCCaRet2,32,1,small_sq,0,muscimol,11.0,2019-03-08 17:03:04
08032019_CanCCaRet2_muscimol_smallsq_sleep_1_12.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s12_smallsq_resting,120.0,CanCCaRet2,32,1,small_sq,0,muscimol,11.0,2019-03-08 17:25:01
08032019_CanCCaRet2_muscimol_smallsq_sleep_1_13.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s13_smallsq_resting,120.0,CanCCaRet2,32,1,small_sq,0,muscimol,11.0,2019-03-08 17:47:00
09032019_CanCCaRet2_muscimol_smallsq_nextday_1_14.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s14_smallsq_nextday,120.0,CanCCaRet2,32,0,small_sq,0,muscimol,11.0,2019-03-09 13:58:03
08032019_CanCCaRet2_muscimol_smallsq_before_1_1.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s1_before_smallsq,120.0,CanCCaRet2,32,0,small_sq,0,muscimol,11.0,2019-03-08 12:40:04
08032019_CanCCaRet2_muscimol_smallsq_1_2.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s2_smallsq,120.0,CanCCaRet2,32,0,small_sq,0,muscimol,11.0,2019-03-08 13:16:04
08032019_CanCCaRet2_muscimol_bigsq_1_3.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s3_bigsq,120.0,CanCCaRet2,32,0,big_sq,0,muscimol,11.0,2019-03-08 13:40:02
08032019_CanCCaRet2_muscimol_bigsq_1_4.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s4_bigsq,120.0,CanCCaRet2,32,0,big_sq,0,muscimol,11.0,2019-03-08 14:01:00
08032019_CanCCaRet2_muscimol_bigsq_1_5.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s5_smallsq,120.0,CanCCaRet2,32,0,big_sq,0,muscimol,11.0,2019-03-08 14:25:01
08032019_CanCCaRet2_muscimol_tmaze_1_6_1.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s6_tmaze/t1,93.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-08 15:04:02
08032019_CanCCaRet2_muscimol_tmaze_1_6_2.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s6_tmaze/t2,81.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-08 15:07:01
08032019_CanCCaRet2_muscimol_tmaze_1_6_3.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s6_tmaze/t3,81.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-08 15:09:03
08032019_CanCCaRet2_muscimol_tmaze_1_6_4.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s6_tmaze/t4,143.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-08 15:12:01
08032019_CanCCaRet2_muscimol_tmaze_1_6_5.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s6_tmaze/t5,78.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-08 15:15:03
08032019_CanCCaRet2_muscimol_tmaze_1_6_6.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s6_tmaze/t6,96.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-08 15:17:05
08032019_CanCCaRet2_muscimol_tmaze_1_6_7.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s6_tmaze/t7,88.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-08 15:20:01
08032019_CanCCaRet2_muscimol_tmaze_1_6_8.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s6_tmaze/t8,89.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-08 15:22:04
08032019_CanCCaRet2_muscimolbigsq_1_7.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s7_bigsq,120.0,CanCCaRet2,32,0,big_sq,0,Control,11.0,2019-03-08 15:28:05
08032019_CanCCaRet2_muscimol_smallsq__sleep_1_8.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s8_smallsq_resting,120.0,CanCCaRet2,32,1,small_sq,0,muscimol,11.0,2019-03-08 15:52:00
08032019_CanCCaRet2_muscimol_smallsq_sleep_1_9.set,d:/beths/CanCCaRet2/muscimol/08032019_muscimol_0pt2ulRandL/s9_smallsq_resting,120.0,CanCCaRet2,32,1,small_sq,0,muscimol,11.0,2019-03-08 16:13:04
11032019_CanCCaRet2_saline_tmaze_2_10.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s10_bigsq,120.0,CanCCaRet2,32,0,big_sq,0,control,11.0,2019-03-11 17:29:03
11032019_CanCCaRet2_saline_smallsq_resting_2_11.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s11_smallsq_resting,120.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-11 17:53:00
11032019_CanCCaRet2_saline_smallsq_resting_2_12.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s12_smallsq_resting,120.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-11 18:16:03
11032019_CanCCaRet2_saline_smallsq_resting_2_13.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s13_smallsq_resting,120.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-11 18:39:02
11032019_CanCCaRet2_saline_smallsq_resting_2_14.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s14_smallsq_resting,961.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-11 19:03:05
12032019_CanCCaRet2_saline_smallsq_nextday_2_15.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s15_smallsq_nextday,120.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-12 12:42:03
12032019_CanCCaRet2_saline_smallsq_nextday_2_16.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s16_smallsq_nextday,112.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-12 13:13:00
11032019_CanCCaRet2_saline_smallsq_before_2_1.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s1_smallsq_before,120.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-11 12:04:05
11032019_CanCCaRet2_saline_smallsq_before_2_2.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s2_smallsq_before_lowered,428.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-11 12:51:03
11032019_CanCCaRet2_saline_smallsq_before_2_3.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s3_smallsq_before_lowered,377.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-11 13:11:02
11032019_CanCCaRet2_saline_smallsq_before_2_4.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s4_smallsq_before_starting point,901.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-11 14:25:03
11032019_CanCCaRet2_saline_smallsq_2_5.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s5_smallsq_after,120.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-11 14:54:01
11032019_CanCCaRet2_saline_bigsq_2_6.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s6_bigsq,120.0,CanCCaRet2,32,0,big_sq,0,control,11.0,2019-03-11 15:18:00
11032019_CanCCaRet2_saline_bigsq_2_7.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s7_bigsq,873.0,CanCCaRet2,32,0,big_sq,0,control,11.0,2019-03-11 15:41:04
11032019_CanCCaRet2_saline_smallsq_2_8.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s8_smallsq,120.0,CanCCaRet2,32,0,small_sq,0,control,11.0,2019-03-11 16:23:03
11032019_CanCCaRet2_saline_tmaze_2_9_1.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s9_tmaze/t1,73.0,CanCCaRet2,32,0,,0,control,11.0,2019-03-11 17:07:04
11032019_CanCCaRet2_saline_tmaze_2_9_2.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s9_tmaze/t2,77.0,CanCCaRet2,32,0,,0,control,11.0,2019-03-11 17:09:05
11032019_CanCCaRet2_saline_tmaze_2_9_3.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s9_tmaze/t3,72.0,CanCCaRet2,32,0,,0,control,11.0,2019-03-11 17:12:01
11032019_CanCCaRet2_saline_tmaze_2_9_4.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s9_tmaze/t4,64.0,CanCCaRet2,32,0,,0,control,11.0,2019-03-11 17:14:02
11032019_CanCCaRet2_saline_tmaze_2_9_5.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s9_tmaze/t5,92.0,CanCCaRet2,32,0,,0,control,11.0,2019-03-11 17:16:02
11032019_CanCCaRet2_saline_tmaze_2_9_6.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s9_tmaze/t6,63.0,CanCCaRet2,32,0,,0,control,11.0,2019-03-11 17:18:05
11032019_CanCCaRet2_saline_tmaze_2_9_7.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s9_tmaze/t7,132.0,CanCCaRet2,32,0,,0,control,11.0,2019-03-11 17:20:04
11032019_CanCCaRet2_saline_tmaze_2_9_8.set,d:/beths/CanCCaRet2/muscimol/11032019_saline_0pt2ulRandL/s9_tmaze/t8,87.0,CanCCaRet2,32,0,,0,control,11.0,2019-03-11 17:24:00
16032019_CanCCaRet2_muscimol_smallsq_3_10.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s10_smallsq_resting,120.0,CanCCaRet2,32,0,small_sq,0,muscimol,11.0,2019-03-16 18:20:01
16032019_CanCCaRet2_muscimol_smallsq_3_11.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s11_smallsq_resting,120.0,CanCCaRet2,32,0,small_sq,0,muscimol,11.0,2019-03-16 18:41:05
16032019_CanCCaRet2_muscimol_smallsq_3_12.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s12_smallsq_resting,120.0,CanCCaRet2,32,0,small_sq,0,muscimol,11.0,2019-03-16 19:03:01
17032019_CanCCaRet2_muscimol_smallsq_nextday_3_13.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s13_smallsq_nextday,120.0,CanCCaRet2,32,0,small_sq,0,muscimol,11.0,2019-03-17 11:32:04
16032019_CanCCaRet2_muscimol_smallsq_before_3_1.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s1_smallsq_before,120.0,CanCCaRet2,32,0,small_sq,0,muscimol,11.0,2019-03-16 14:29:03
16032019_CanCCaRet2_muscimol_smallsq_3_2.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s2_smallsq,120.0,CanCCaRet2,32,0,small_sq,0,muscimol,11.0,2019-03-16 15:12:00
16032019_CanCCaRet2_muscimol_bigsq_3_3.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s3_bigsq,120.0,CanCCaRet2,32,0,big_sq,0,muscimol,11.0,2019-03-16 15:39:01
16032019_CanCCaRet2_muscimol_bigsq_3_4.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s4_bigsq,120.0,CanCCaRet2,32,0,big_sq,0,muscimol,11.0,2019-03-16 16:01:04
16032019_CanCCaRet2_muscimol_smallsq_3_5.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s5_smallsq,120.0,CanCCaRet2,32,0,small_sq,0,muscimol,11.0,2019-03-16 16:23:03
16032019_CanCCaRet2_muscimol_tmaze_3_6_1.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s6_tmaze/t1,117.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-16 16:50:01
16032019_CanCCaRet2_muscimol_tmaze_3_6_2.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s6_tmaze/t2,67.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-16 16:53:02
16032019_CanCCaRet2_muscimol_tmaze_3_6_3.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s6_tmaze/t3,109.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-16 16:55:01
16032019_CanCCaRet2_muscimol_tmaze_3_6_4.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s6_tmaze/t4,82.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-16 16:57:05
16032019_CanCCaRet2_muscimol_tmaze_3_6_5.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s6_tmaze/t5,88.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-16 16:59:05
16032019_CanCCaRet2_muscimol_tmaze_3_6_6.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s6_tmaze/t6,91.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-16 17:02:03
16032019_CanCCaRet2_muscimol_tmaze_3_6_7.set,d:/beths/CanCCaRet2/muscimol/16032019_muscimol_0pt2ulRandL/s6_tmaze/t7,127.0,CanCCaRet2,32,0,,0,muscimol,11.0,2019-03-16 17:04:04
